actionid,actiongroup,actionsubid,actiontitle,actiondesc,actionsubsubid
1,1. PHYSICAL DISTANCING,1_9,1.9 Spread out use of shared space,"Divide into groups and rotate use of shared space, e.g. office staff alternate attendance, students attend classes every two or three weeks. Use verifiable groups such as first letter of surname, identity card number, house number (e.g. odd/even), car registration number, social group (e.g. families with children, retired individuals).",177
1,1. PHYSICAL DISTANCING,1_9,1.9 Spread out use of shared space,"Limit time inside shared space, e.g. 30-minute shopping visits in Mauritius. Consider that this might result in more frequent visits.",178
1,1. PHYSICAL DISTANCING,1_9,1.9 Spread out use of shared space,"Individuals queue online and are told when their turn is to leave house, office or desk, e.g. for doctor’s appointment or lunch.",179
1,1. PHYSICAL DISTANCING,1_9,1.9 Spread out use of shared space,"Individuals queue in car: they text the facility they want to use, sit in car, then get an alert when it is their turn to go inside. Trialled for supermarkets in New Zealand.",180
1,1. PHYSICAL DISTANCING,1_9,1.9 Spread out use of shared space,"Use cellphone signals, WiFi, GPS, Bluetooth® or similar technology to detect congested areas (e.g. roads, shops or exercise areas) and share this information with users.",181
1,1. PHYSICAL DISTANCING,1_9,1.9 Spread out use of shared space,"Provide live video/webcam feeds that allow assessment of spacing, e.g. showing how many people are in the coffee room or in each train carriage.",182
1,1. PHYSICAL DISTANCING,1_9,1.9 Spread out use of shared space,"Use an automated system to direct individuals to less-occupied spaces, e.g. to distribute train passengers amongst carriages (already available in many countries, e.g. UK and Germany).",183
1,1. PHYSICAL DISTANCING,1_9,1.9 Spread out use of shared space,"Advise people to travel at off-peak times, if possible.",184
1,1. PHYSICAL DISTANCING,1_9,1.9 Spread out use of shared space,"Offer financial incentives to travel at off-peak times, e.g. reduced fares.",185
1,1. PHYSICAL DISTANCING,1_9,1.9 Spread out use of shared space,"Standardize fares across transport services or operators, to avoid crowding on cheaper options.",186
1,1. PHYSICAL DISTANCING,1_9,1.9 Spread out use of shared space,"Advise people to wait for next service if physical distancing cannot be maintained on first available bus, train etc.",187
1,1. PHYSICAL DISTANCING,1_9,1.9 Spread out use of shared space,"Provide live announcements on spacing, e.g. how crowded the canteen is.",188
1,1. PHYSICAL DISTANCING,1_9,1.9 Spread out use of shared space,"Discourage lingering in popular locations, e.g. viewpoints, photo spots, school gates.",189
1,1. PHYSICAL DISTANCING,1_9,1.9 Spread out use of shared space,"Run election/polling days on public holidays, so people can visit polling stations throughout the day. This avoids congestion before and after working hours.",190
1,1. PHYSICAL DISTANCING,1_10,1.10 Expand space available,"Use a larger room, e.g. for meetings.",191
1,1. PHYSICAL DISTANCING,1_10,1.10 Expand space available,"Provide larger facilities, e.g. tables for eating.",192
1,1. PHYSICAL DISTANCING,1_10,1.10 Expand space available,"Make existing facilities larger, e.g. widen aisles in shops, pavements, bike lanes.",193
1,1. PHYSICAL DISTANCING,1_10,1.10 Expand space available,"Increase the number of facilities available, e.g. eating areas, changing rooms, train carriages, entry/exit gates.",194
1,1. PHYSICAL DISTANCING,1_10,1.10 Expand space available,"Provide access to alternative spaces (e.g. museums, art galleries, playing fields, golf courses, farms) to reduce demand on popular, crowded alternatives. Access may be free, but there may need to be some compensation to the owners or neighbours.",195
1,1. PHYSICAL DISTANCING,1_10,1.10 Expand space available,Incentivize well-managed access to private land for local communities.,196
1,1. PHYSICAL DISTANCING,1_10,1.10 Expand space available,"Create an online platform to enable use of nearby unused gardens or open space, especially where these are limited.",197
1,1. PHYSICAL DISTANCING,1_10,1.10 Expand space available,"Exclude traffic from certain roads, so that they can be used for exercise and recreation and to facilitate physical distancing while walking/cycling.",198
1,1. PHYSICAL DISTANCING,1_10,1.10 Expand space available,Remove distinctions between first and economy class seats on public transport as a quick way of increasing capacity. ,199
1,1. PHYSICAL DISTANCING,1_11,1.11 Reduce counterflow interactions,"Delineate one-way routes around buildings, shops, exercise routes and other spaces using arrows and barriers.",200
1,1. PHYSICAL DISTANCING,1_11,1.11 Reduce counterflow interactions,Encourage or require walking in one direction (e.g. clockwise) around shared spaces.,201
1,1. PHYSICAL DISTANCING,1_11,1.11 Reduce counterflow interactions,"Encourage or require walking on one side of paths, pavements or sidewalks (the precise measure may depend on local traffic rules or social norms).",202
1,1. PHYSICAL DISTANCING,1_11,1.11 Reduce counterflow interactions,"Pass people coming in the opposite direction in single file, e.g. along a footpath or pavement.",203
1,1. PHYSICAL DISTANCING,1_11,1.11 Reduce counterflow interactions,"If there are two staircases in a building, consider making one up and one down.",204
1,1. PHYSICAL DISTANCING,1_11,1.11 Reduce counterflow interactions,Clearly separate entrances and exits (but consider how this impacts flow outside). ,205
1,1. PHYSICAL DISTANCING,1_11,1.11 Reduce counterflow interactions,At congested entry points give directions for users to alternate who goes next from a physically-distanced queue on each side.,206
1,1. PHYSICAL DISTANCING,1_11,1.11 Reduce counterflow interactions,"Allocate time slots for entry/exit, to avoid the two occurring simultaneously.",207
1,1. PHYSICAL DISTANCING,1_12,1.12 Limit intergroup mixing ,"Ask people to identify, and as much as possible stay within, their bubble: everyone they live with or must have regular contact with. Could be informed by social media. Advice given in many countries, including New Zealand.",208
1,1. PHYSICAL DISTANCING,1_12,1.12 Limit intergroup mixing ,Allow individuals or groups (e.g. students) to choose to be part of a more risk-averse bubble.,209
1,1. PHYSICAL DISTANCING,1_12,1.12 Limit intergroup mixing ,"Provide separate facilities for infected or potentially infected individuals, e.g. separate rooms or buildings for testing.",210
1,1. PHYSICAL DISTANCING,1_12,1.12 Limit intergroup mixing ,"Retain the same members sharing spaces, e.g. teams at work, production lines, shifts, classes in schools, sports teams.82 Each team can be isolated if a member becomes infected.",211
1,1. PHYSICAL DISTANCING,1_12,1.12 Limit intergroup mixing ,Alternate presence and virtual learning in schools to be able to limit intergroup mixing and maintain physical distance in small school buildings.,212
1,1. PHYSICAL DISTANCING,1_12,1.12 Limit intergroup mixing ,"Avoid or discourage sharing spaces, such as cars, except with usual contacts.",213
1,1. PHYSICAL DISTANCING,1_12,1.12 Limit intergroup mixing ,Designate a time period (e.g. 10 a.m. to 12 p.m.) in which only vulnerable people can leave their houses.,214
1,1. PHYSICAL DISTANCING,1_12,1.12 Limit intergroup mixing ,Encourage vulnerable individuals to visit shared areas early in the day (especially if cleaned overnight) or at other low use times.,215
1,1. PHYSICAL DISTANCING,1_12,1.12 Limit intergroup mixing ,Create a special period for vulnerable individuals or key workers to shop.,216
1,1. PHYSICAL DISTANCING,1_12,1.12 Limit intergroup mixing ,Prioritize vulnerable individuals or key workers for ‘click and collect’ or delivery.,217
1,1. PHYSICAL DISTANCING,1_12,1.12 Limit intergroup mixing ,"Encourage people that can shop in store to do so, to free up delivery slots for vulnerable individuals or key workers.",218
1,1. PHYSICAL DISTANCING,1_12,1.12 Limit intergroup mixing ,Organize distribution times of food or social grants so people who live near each other collect at a similar time.,219
1,1. PHYSICAL DISTANCING,1_12,1.12 Limit intergroup mixing ,"Restrict public transport to specified groups, e.g. key workers.",220
1,1. PHYSICAL DISTANCING,1_12,1.12 Limit intergroup mixing ,"Where present, use doors away from staff for entry/exit of public transport and keep passengers away from staff (e.g. disable front doors on buses).",221
1,1. PHYSICAL DISTANCING,1_12,1.12 Limit intergroup mixing ,"Focus on constraining ‘long’ connections between people in different social groups who seldom or rarely interact (e.g. people with a shared interest, work visitors) rather than short connections between people in similar social groups who regularly interact with one another (e.g. close family, colleagues, close friends).",222
2,2. REDUCE TRANSMISSION THROUGH AIR,2_1,2.1 Use solid physical barriers,"Install transparent screens, e.g. between cashier and customer in shops, or between driver and passenger in public vehicles, between seats on buses or trains, between contestants on gameshows.",223
2,2. REDUCE TRANSMISSION THROUGH AIR,2_1,2.1 Use solid physical barriers,Add signs to remind people to remain behind barriers and not move to speak around them.,224
2,2. REDUCE TRANSMISSION THROUGH AIR,2_1,2.1 Use solid physical barriers,"Encourage use of clear visors or goggles where appropriate, perhaps in addition to masks.",225
2,2. REDUCE TRANSMISSION THROUGH AIR,2_1,2.1 Use solid physical barriers,Hug through a plastic sheet or “cuddle curtain”.,226
2,2. REDUCE TRANSMISSION THROUGH AIR,2_1,2.1 Use solid physical barriers,"Enclose each member of a crowd in a personal plastic bubble, e.g. at concerts. Consider how to regulate temperature and air supply to make this safe.",227
2,2. REDUCE TRANSMISSION THROUGH AIR,2_1,2.1 Use solid physical barriers,"Erect compartments to separate groups in settings like restaurants, parks and beaches.",228
2,2. REDUCE TRANSMISSION THROUGH AIR,2_2,2.2 Increase effective use of face masks,"Encourage or require masks to be worn in specific, high-risk areas such as supermarkets, public transport and schools.",229
2,2. REDUCE TRANSMISSION THROUGH AIR,2_2,2.2 Increase effective use of face masks,Encourage or require masks to be worn in general areas such as city centres.,230
2,2. REDUCE TRANSMISSION THROUGH AIR,2_2,2.2 Increase effective use of face masks,"Fine or punish people for not wearing masks when required, e.g. imprisonment in Kuwait.",231
2,2. REDUCE TRANSMISSION THROUGH AIR,2_2,2.2 Increase effective use of face masks,"Provide a badge or card to those who cannot, for whatever reason, wear face masks. This allows social identification of non-compliers without a valid reason.",232
2,2. REDUCE TRANSMISSION THROUGH AIR,2_2,2.2 Increase effective use of face masks,"Use talking drones to encourage people to wear face masks, e.g. in China.",233
2,2. REDUCE TRANSMISSION THROUGH AIR,2_2,2.2 Increase effective use of face masks,Reward people for wearing masks when required.,234
2,2. REDUCE TRANSMISSION THROUGH AIR,2_2,2.2 Increase effective use of face masks,"Get famous, high-profile or respected people to pose in face masks to show an example.",235
2,2. REDUCE TRANSMISSION THROUGH AIR,2_2,2.2 Increase effective use of face masks,Trim beard close to face to improve fit of mask.,236
2,2. REDUCE TRANSMISSION THROUGH AIR,2_2,2.2 Increase effective use of face masks,"Make mask-wearing fun for children, e.g. through role play as doctors or nurses, caring for a “sick” stuffed toy.",237
2,2. REDUCE TRANSMISSION THROUGH AIR,2_2,2.2 Increase effective use of face masks,Encourage children to decorate their face masks.,238
2,2. REDUCE TRANSMISSION THROUGH AIR,2_2,2.2 Increase effective use of face masks,"Provide free face masks to all residents, e.g. in Singapore.",239
2,2. REDUCE TRANSMISSION THROUGH AIR,2_2,2.2 Increase effective use of face masks,"Provide free face masks to employees, e.g. in France.",240
2,2. REDUCE TRANSMISSION THROUGH AIR,2_2,2.2 Increase effective use of face masks,Provide face masks on entry to premises and facilities for safe disposal of masks on exit.,241
2,2. REDUCE TRANSMISSION THROUGH AIR,2_2,2.2 Increase effective use of face masks,"Provide public information and training on the safe and effective application, wearing, removal, cleaning and disposal of face masks and other personal protective equipment.",242
2,2. REDUCE TRANSMISSION THROUGH AIR,2_2,2.2 Increase effective use of face masks,Use face recognition technology that works without needing to remove or pull down mask.,243
2,2. REDUCE TRANSMISSION THROUGH AIR,2_2,2.2 Increase effective use of face masks,"Ensure high standards of consumer protection against the mis-selling of inadequate, overpriced or inappropriate facemasks and other personal protective equipment.",244
2,2. REDUCE TRANSMISSION THROUGH AIR,2_2,2.2 Increase effective use of face masks,"Require a minimum standard or quality of face masks, appropriate to the context. Consider that this may discourage individuals from wearing ‘substandard’ masks.",245
2,2. REDUCE TRANSMISSION THROUGH AIR,2_2,2.2 Increase effective use of face masks,Disinfect high-quality face masks to allow re-use where supplies are limited.,246
2,2. REDUCE TRANSMISSION THROUGH AIR,2_2,2.2 Increase effective use of face masks,Prioritize the supply of (high-quality) face masks to key workers.,247
2,2. REDUCE TRANSMISSION THROUGH AIR,2_2,2.2 Increase effective use of face masks,"Prioritize the supply of (high-quality) face masks to vulnerable groups, including those who may not be able to afford them.",248
2,2. REDUCE TRANSMISSION THROUGH AIR,2_3,2.3 Increase ventilation or airflow,"Open windows when indoors or in vehicles, ideally for a few minutes before use.",249
2,2. REDUCE TRANSMISSION THROUGH AIR,2_3,2.3 Increase ventilation or airflow,Install new windows or doors.,250
2,2. REDUCE TRANSMISSION THROUGH AIR,2_3,2.3 Increase ventilation or airflow,Make existing windows or doors larger.,251
2,2. REDUCE TRANSMISSION THROUGH AIR,2_3,2.3 Increase ventilation or airflow,"Create cross ventilation rather than single side ventilation, e.g. by opening windows on opposite sides of a room rather than all on one side.",252
2,2. REDUCE TRANSMISSION THROUGH AIR,2_3,2.3 Increase ventilation or airflow,Place pedestal fan next to open window to increase air movement.,253
2,2. REDUCE TRANSMISSION THROUGH AIR,2_3,2.3 Increase ventilation or airflow,"Use fans to increase air mixing within a room, to avoid pockets of stagnant air.",254
2,2. REDUCE TRANSMISSION THROUGH AIR,2_3,2.3 Increase ventilation or airflow,Install extractor fans or other mechanical ventilation systems.,255
2,2. REDUCE TRANSMISSION THROUGH AIR,2_3,2.3 Increase ventilation or airflow,"Hold events or carry out activities outdoors where possible, e.g. restaurant dining, school lessons, concerts, queuing.",256
2,2. REDUCE TRANSMISSION THROUGH AIR,2_3,2.3 Increase ventilation or airflow,"Use surface transport such as buses or trains rather than underground transport, which is more difficult to ventilate.",257
2,2. REDUCE TRANSMISSION THROUGH AIR,2_3,2.3 Increase ventilation or airflow,"Use CO2 monitors to warn room occupants when air becomes stagnant, so they can take appropriate corrective action. ",258
2,2. REDUCE TRANSMISSION THROUGH AIR,2_4,2.4 Clean or modify use of ventilation systems,Keep buildings well ventilated to reduce need for recirculating air conditioning systems.,259
2,2. REDUCE TRANSMISSION THROUGH AIR,2_4,2.4 Clean or modify use of ventilation systems,Ensure ventilation rates are adequate for the number of people in a room or building.,260
2,2. REDUCE TRANSMISSION THROUGH AIR,2_4,2.4 Clean or modify use of ventilation systems,Disable automatic demand control ventilation if this is leading to inadequate ventilation rates.,261
2,2. REDUCE TRANSMISSION THROUGH AIR,2_4,2.4 Clean or modify use of ventilation systems,Ensure air conditioning has an effective filtration system.,262
2,2. REDUCE TRANSMISSION THROUGH AIR,2_4,2.4 Clean or modify use of ventilation systems,Ensure air flow in buildings is from clean to dirty areas.,263
2,2. REDUCE TRANSMISSION THROUGH AIR,2_4,2.4 Clean or modify use of ventilation systems,Regularly clean and maintain air conditioning ventilation systems. ,264
2,2. REDUCE TRANSMISSION THROUGH AIR,2_4,2.4 Clean or modify use of ventilation systems,Open exhaust vents on air conditioning systems to avoid recirculating air.,265
2,2. REDUCE TRANSMISSION THROUGH AIR,2_4,2.4 Clean or modify use of ventilation systems,Ensure that air conditioning exhaust vents are located away from public areas.,266
2,2. REDUCE TRANSMISSION THROUGH AIR,2_4,2.4 Clean or modify use of ventilation systems,Ensure that air conditioning exhaust vents cannot feed in through open windows.,267
2,2. REDUCE TRANSMISSION THROUGH AIR,2_5,2.5 Avoid behaviours that could transmit virus through air,"When working close to others, stay back-to-back or side-to-side rather than face-to-face.",268
2,2. REDUCE TRANSMISSION THROUGH AIR,2_5,2.5 Avoid behaviours that could transmit virus through air,"In shared accommodation, arrange beds so that individuals lie toe-to-toe or head-to-toe.",269
2,2. REDUCE TRANSMISSION THROUGH AIR,2_5,2.5 Avoid behaviours that could transmit virus through air,"When exercising close to others, avoid slipstreaming.",270
2,2. REDUCE TRANSMISSION THROUGH AIR,2_5,2.5 Avoid behaviours that could transmit virus through air,"Avoid live singing or chanting, especially in large groups.",271
2,2. REDUCE TRANSMISSION THROUGH AIR,2_5,2.5 Avoid behaviours that could transmit virus through air,"Avoid screaming or shouting, e.g. on rollercoasters.",272
2,2. REDUCE TRANSMISSION THROUGH AIR,2_5,2.5 Avoid behaviours that could transmit virus through air,"Avoid playing wind instruments, which produce aerosols, in groups.",273
2,2. REDUCE TRANSMISSION THROUGH AIR,2_5,2.5 Avoid behaviours that could transmit virus through air,"Avoid (unnecessary) eating or drinking in confined spaces, e.g. on public transport in UK.",274
2,2. REDUCE TRANSMISSION THROUGH AIR,2_5,2.5 Avoid behaviours that could transmit virus through air,"Avoid (unnecessary) talking in confined spaces, e.g. on public transport in Japan.",275
2,2. REDUCE TRANSMISSION THROUGH AIR,2_5,2.5 Avoid behaviours that could transmit virus through air,Avoid smoking in confined spaces.,276
2,2. REDUCE TRANSMISSION THROUGH AIR,2_5,2.5 Avoid behaviours that could transmit virus through air,"Reduce noise, e.g. background music in bars, to avoid need to raise voice or move closer when talking.",277
2,2. REDUCE TRANSMISSION THROUGH AIR,2_5,2.5 Avoid behaviours that could transmit virus through air,"Encourage people having a conversation to stand along one side of a footpath or corridor, rather than talking across it.",278
2,2. REDUCE TRANSMISSION THROUGH AIR,2_5,2.5 Avoid behaviours that could transmit virus through air,Put down toilet seat cover before flushing to contain aerosols; fit covers where missing.,279
2,2. REDUCE TRANSMISSION THROUGH AIR,2_5,2.5 Avoid behaviours that could transmit virus through air,"Replace air hand dryers, which can aerosolize microorganisms from poorly washed hands, with paper towels.",280
2,2. REDUCE TRANSMISSION THROUGH AIR,2_6,2.6 Reduce time in shared space,"Shorten events when people will be sharing space, e.g. sermons in Aceh, Indonesia.",281
2,2. REDUCE TRANSMISSION THROUGH AIR,2_6,2.6 Reduce time in shared space,"Where public transport is operating, reduce hours (e.g. move to Sunday timetable) to reduce duration of contact for staff. Consider that this may increase the number of passengers per vehicle.",282
2,2. REDUCE TRANSMISSION THROUGH AIR,2_6,2.6 Reduce time in shared space,"Allow dine-in customers to pre-order, to minimize time spent in restaurant. ",283
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_1,3.1 Remove objects requiring physical contact,"Remove objects likely to be touched by multiple individuals, especially those that are difficult to clean (e.g. water dispensers, public seating, fingerprint scanners, magazines in aircraft, menus, condiment containers). ",284
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_1,3.1 Remove objects requiring physical contact,"Close or turn off facilities that encourage multiple contacts, e.g. water fountains in Windsor, Canada.",285
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_1,3.1 Remove objects requiring physical contact,"Remove or prop open doors and gates, both indoors and outdoors, to reduce the need to touch handles.",286
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_1,3.1 Remove objects requiring physical contact,Encourage customers to remove lid from reusable food container (e.g. coffee cup) before giving it to server.,287
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_2,3.2 Replace objects requiring physical contact with contactless options,"Offer single-use, disposable or electronic replacements, e.g. magazines and menus available as electronic documents, receipts sent by e-mail or SMS rather than being printed.",288
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_2,3.2 Replace objects requiring physical contact with contactless options,"Replace physical contact with voice recognition (e.g. for self-checkouts, ticket machines, gym equipment) or face/iris recognition (e.g. for doors, ATMs).",289
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_2,3.2 Replace objects requiring physical contact with contactless options,"Replace physical contact with phone apps, e.g. for card payments, ordering in restaurants, calling and directing elevators, signing for packages.",290
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_2,3.2 Replace objects requiring physical contact with contactless options,"Replace physical contact with light or pressure sensors, e.g. on doors, taps, soap dispensers, toilet flush, hand dryers, pedestrian crossings.",291
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_2,3.2 Replace objects requiring physical contact with contactless options,Replace systems requiring physical contact with automated systems running on timers.,292
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_2,3.2 Replace objects requiring physical contact with contactless options,"Allow courier to take photo of delivery at address showing the door opened, instead of signing for receipt of packages. Already in place for most courier companies in the UK.",293
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_2,3.2 Replace objects requiring physical contact with contactless options,Install wireless charging for appliances and electric vehicles.,294
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_2,3.2 Replace objects requiring physical contact with contactless options,Replace bins with lids in public spaces with open bins.,295
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_2,3.2 Replace objects requiring physical contact with contactless options,"Replace kettles, coffee pots and other drink dispensers with automated machines.",296
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_2,3.2 Replace objects requiring physical contact with contactless options,"Offer virtual fitting solutions for objects like clothes or glasses, e.g. using apps/online tools or based on body scans.",297
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_3,3.3 Increase use of contactless payment,"Install hardware or software that allows contactless payments, including through phones.",298
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_3,3.3 Increase use of contactless payment,"Inform customers that contactless payment is possible and preferred, e.g. with clear signage.",299
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_3,3.3 Increase use of contactless payment,"Increase maximum allowance for contactless payments, as done in Estonia.",300
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_3,3.3 Increase use of contactless payment,Remove fee (if present) for minimum payment by contactless.,301
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_3,3.3 Increase use of contactless payment,Increase maximum number of contactless card payments each customer can make per day.,302
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_3,3.3 Increase use of contactless payment,"Enable small outlets to take payments over the phone (some banks are reluctant to allow this), for example to allow customers to collect goods outside.",303
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_4,3.4 Modify or design systems to reduce contact,"Switch from self-service options (e.g. buffets, salad bars, drink stations) to table service.",304
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_4,3.4 Modify or design systems to reduce contact,"Stack products on shelves with labels and barcodes facing outwards, so information (e.g. nutritional content, allergens) is visible without handling.",305
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_4,3.4 Modify or design systems to reduce contact,"Present barcodes or QR codes on shelf labels so customers can obtain information (e.g. nutritional content, allergens) without having to handle products.",306
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_4,3.4 Modify or design systems to reduce contact,"Encourage use of ‘Scan and Go’ technology in shops, whereby items are scanned and directly bagged by the customer. Consider use of personal mobile phones as scanners.",307
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_4,3.4 Modify or design systems to reduce contact,Ask customers to scan their own items at checkouts.,308
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_4,3.4 Modify or design systems to reduce contact,"Print barcodes on all items in shops (e.g. carrier bags, fresh bread, fruit and vegetables) to enable them to be scanned at self-service checkouts rather than selected on touch screens.",309
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_4,3.4 Modify or design systems to reduce contact,Position bar codes so the cashier does not have to touch goods when scanning.,310
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_4,3.4 Modify or design systems to reduce contact,Extend conveyor belt in supermarkets to move goods towards customers without the cashier pushing them.,311
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_4,3.4 Modify or design systems to reduce contact,Make contactless payment the default option at self-checkouts (avoids need to touch screen to select option).,312
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_4,3.4 Modify or design systems to reduce contact,"Install automatic cash acceptors/dispensers at checkouts, to avoid need for cashier to handle cash.",313
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_4,3.4 Modify or design systems to reduce contact,Remove self-packaging options when purchasing food by pre-packaging at production stage (e.g. for fresh bread and vegetables).,314
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_4,3.4 Modify or design systems to reduce contact,Modify supermarket trolleys so they are no longer coin-operated.,315
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_4,3.4 Modify or design systems to reduce contact,"Use messaging to reduce unnecessary touching, e.g. “touch it and take it” rule in shops.",316
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_4,3.4 Modify or design systems to reduce contact,Provide a ‘reject’ bin for mouldy/broken items once touched.,317
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_4,3.4 Modify or design systems to reduce contact,Carry potentially contaminated items (e.g. recently purchased shopping) in bags/baskets/buckets rather than close to the body.,318
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_4,3.4 Modify or design systems to reduce contact,"Place all rubbish, such as waste after eating, straight into a bin rather than leaving it for someone else to clear up.",319
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_4,3.4 Modify or design systems to reduce contact,"Encourage proper disposal of contaminated items such as tissues, gloves and face masks in sealed and leak-proof garbage bags.",320
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_4,3.4 Modify or design systems to reduce contact,"Delivery drivers avoid touching goods: they are placed in receptacles by warehouse/restaurant staff, then removed from those receptacles by customer.",321
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_4,3.4 Modify or design systems to reduce contact,"Encourage people to sit down on public transport, to reduce need to use handholds.",322
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_4,3.4 Modify or design systems to reduce contact,"Require that passengers or customers pay with exact change if paying with cash, e.g. on public transport in Malta.",323
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_5,3.5 Reduce shared contact of objects or areas,"Have only a single person touching objects normally touched by many, e.g. a member of staff to refuel cars to prevent multiple handling of petrol pumps. ",324
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_5,3.5 Reduce shared contact of objects or areas,"Create convention that different people touch different areas of objects, for example design refuse bins so collectors touch different areas from householders (e.g. centre element of handle red and marked “do not touch” or designed with separate handle).",325
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_5,3.5 Reduce shared contact of objects or areas,"Shorten production lines where feasible, or fix working relationships so that each individual in a production line only has to interact with a limited number of colleagues. For instance assign the same individual to production and packaging or always have one worker package another worker’s produce.",326
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_5,3.5 Reduce shared contact of objects or areas,"Provide each team or group with their own communal facilities (e.g. tables, washbasins or washrooms, kitchens, communal rooms).",327
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_5,3.5 Reduce shared contact of objects or areas,"Remove unnecessary food packaging as soon as possible after purchase, and dispose of (ideally in a lidded waste bin). Replace with clean packaging if necessary.",328
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_5,3.5 Reduce shared contact of objects or areas,"Discourage use of personal utensils, such as forks or chopsticks, when taking food from communal dishes.",329
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_6,3.6 Increase sole use of items,"Encourage individuals to use their own rather than shared items, e.g. tools, staplers, water bottles instead of glasses, hand towels.",330
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_6,3.6 Increase sole use of items,"Encourage individuals to bring and use their own pen, e.g. to sign for delivered goods, in polling stations, or to sign forms in vaccination centre.",331
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_6,3.6 Increase sole use of items,Encourage workers to bring their own food and pre-prepare items before coming to work.,332
3,3. REDUCE TRANSMISSION THROUGH CONTAMINATED ITEMS OR SURFACES,3_6,3.6 Increase sole use of items,"Do not provide communal utensils for eating or drinking in the workplace, unless they can be properly cleaned between uses.",333
